	MTUS1	CELA1	EPPIN	RP11-219B4.5	FABP7	C2orf69	TFPI	ID4	ZNF227	RPS17L	SULT1C2	GPR144	C17orf47	ACSL4	VIPAS39	GPR183
TCGA-B6-A0RL-01A-11R-A084-07	9.1191526	2.61635535			3.53415989	7.21531562	4.46764103	6.55276474	8.27866619	11.32388251	4.41543074			4.33211868	8.41740112	5.13439872
TCGA-XX-A899-01A-11R-A36F-07	9.915182	-0.57345628		0.36052537	0.14513586	7.35368175	9.14328537	7.06243064	7.89866891	1.96349714	1.76282752		0.46405701	8.7345296	8.10941252	9.69210388
TCGA-A2-A0YG-01A-21R-A109-07	10.67707459			0.63280034	4.44004387	7.56004172	7.00940741	5.77247333	7.91915219	10.66476955	3.00809522		0.36905059	7.34919212	8.23246796	6.76080344
TCGA-AO-A03P-01A-11R-A00Z-07	8.42244601	-0.21513754			-1.8326165	7.83570308	7.32979046	6.1608322	7.71353849	10.94289872	2.84420732		-0.61870018	6.91797132	8.55303263	6.04371892
TCGA-A8-A0A9-01A-11R-A00Z-07	10.72362998	-0.28116666		2.40221482		7.30287162	6.59842532	4.64213136	8.51384925	9.92572747	4.54013		0.15605307	7.36142724	8.75327823	6.8638759
TCGA-D8-A1XQ-01A-11R-A14M-07	9.31391075	1.0618807		3.69185088		8.05323478	6.69949771	9.95455317	7.86469488	10.95639453	4.66168342		1.66665785	7.69659762	8.92338807	8.55535883
TCGA-BH-A0E9-01B-11R-A115-07	11.2729384		0.82035633	1.40352057	6.00025248	7.61141339	9.22611271	8.31406236	8.41371544	1.95402225	4.37977181	2.48356644	2.22259851	7.82894998	8.45964954	8.21400649
TCGA-E9-A1RB-01A-11R-A157-07	10.88630746		5.52194416	1.7548047	1.61398852	7.56343864	7.11969886	9.47392931	7.7547759	7.61609477	5.18770255		1.13767017	8.38736171	8.25758103	7.05407903
TCGA-AN-A0AL-01A-11R-A00Z-07	10.6404308		0.96156531	1.38647697	6.3815555	8.21400649	9.18140516	7.32336593	6.92953241	11.79996276	0.44460206			8.34172803	8.58281436	8.18362359
TCGA-BH-A0DQ-01A-11R-A084-07	9.90396786	1.87908208	-1.55922141		2.08972107	7.73866253	9.14568597	7.22778839	7.60311386	8.84280536	3.21726			8.30166144	8.72099247	6.31338189
TCGA-A2-A3XT-01A-11R-A22U-07	8.76111147	1.52025796	4.56730407	2.95724725	9.18516246	7.68145155	7.16931705	8.58946263	6.95053482	6.85952576	5.21023601		3.25235728	8.6031469	8.23145716	8.93410435
TCGA-A8-A08A-01A-11R-A32Y-07	9.36937372		0.22875152	1.46085323		7.58507799	6.08575777	4.58266043	7.46224484	10.69066158	1.66665785		1.93083829	6.99136167	8.48338231	6.08006086
TCGA-E2-A15I-01A-21R-A137-07	11.3759633		1.09506409	1.32529914	5.1700604	7.56795063	7.83532872	7.26380314	8.25273025	5.08000156	2.03356217		2.01909529	7.70330238	9.20207541	8.42716723
TCGA-AN-A0FJ-01A-11R-A00Z-07	9.60379832	2.89585799		1.36618162	8.42167287	7.39068215	8.29943576	11.17202901	7.78420855	11.84315324	0.31928083			8.21321661	8.33184859	7.5213478
TCGA-AC-A5XU-01A-11R-A28M-07	8.99284245				1.3912476	6.44427387	7.15493082	6.22495374	6.88133424	10.76876973	2.32537707		-0.26707786	7.05941918	8.74561464	5.61240549
TCGA-D8-A142-01A-11R-A115-07	10.19149539			3.30262511	8.28970063	7.07160324	8.00782632	11.01344301	7.82587907	7.25584637	2.30419883			7.8666167	8.47673422	8.49756346
TCGA-AC-A6IV-01A-12R-A33J-07	9.68794129	-0.60921626		-0.04526854	4.6647418	7.33435694	9.24165084	8.51285577	7.8192282	0.54604306	5.73557161		0.74764737	8.49516859	8.44832982	8.47635194
TCGA-A8-A08R-01A-11R-A034-07	8.92750339	-0.39108462		-0.30065593	6.27862908	7.63075781	7.08450314	9.74039213	7.62320996	6.00937307	4.8472181		1.6380639	8.89531925	8.6111521	8.87806849
TCGA-EW-A1PB-01A-11R-A144-07	9.49450001	0.77417389	3.27748748	1.91311766	11.81032223	6.73760146	5.64272507	7.7097349	7.47291509	11.04888996	4.24842191		0.98968367	9.60885118	8.21400649	7.00387606
TCGA-E2-A15H-01A-11R-A12D-07	9.59008042				5.24629968	7.32256438	7.27639222	6.69878783	7.37069532	9.23121695	2.00889804		2.61758828	6.9511153	8.51971571	5.96321051
TCGA-E2-A1IN-01A-11R-A13Q-07	9.46369478		1.70743399	0.54895552	-1.8853374	7.76256757	7.27236889	6.37306013	8.13788178	8.49713815	3.71504148		-0.58893707	8.03782473	8.58576042	5.18404421
TCGA-BH-A0H9-01A-11R-A056-07	11.16388868		2.52471099		2.87608773	7.96241188	7.15033259	6.80094312	7.68526392	10.77624687	0.7759591	-1.2274993	-0.31539906	7.36192967	8.91235756	6.83820578
TCGA-AC-A2B8-01A-11R-A17B-07	10.44861984	-1.37244115		1.68341256	1.35212853	7.36377834	8.40234427	6.73242768	8.29739731	3.95201818	3.20420617		0.46831231	8.2332242	8.47062899	8.12968076
TCGA-AR-A2LQ-01A-22R-A18M-07	11.35720173		-0.75357964	2.38279543	5.27697646	7.35756788	9.48536826	10.45896574	8.0114391	5.50834556	1.38811736	0.72751947	0.02787281	9.07453216	8.38164646	8.49094
TCGA-D8-A27E-01A-11R-A16F-07	10.48142822		-1.30229849	2.61195632	-1.84742076	8.27316041	6.61016284	8.35597137	8.29549496	11.31061539	-0.0429094		-0.55096955	6.74565642	8.22438029	7.40166204
TCGA-AR-A5QN-01A-12R-A28M-07	9.68661879		-0.40581481		1.96542948	7.8574235	8.41614432	7.97913534	7.99852601	6.00937307	3.20420617	-1.0919355	0.62719633	7.99651142	7.68891357	8.30590845
TCGA-AO-A124-01A-11R-A10J-07	8.09864571			3.29427615	10.54501996	8.11475774	6.99913919	9.69248538	7.67735092	4.89900403	3.74399609	-0.76561048	-0.62418518	8.01470363	8.55153	8.98265305
TCGA-BH-A1EY-01A-11R-A13Q-07	9.13085892	0.84580101	3.24761433			7.67379392	11.6047243	5.21705762	7.09872345	9.44608927	6.23612102		0.18405922	8.12527938	7.98268082	8.60056624
TCGA-5L-AAT1-01A-12R-A41B-07	9.47671901		2.90362711		2.58883924	6.82805651	7.84096672	6.80705382	7.50670383	10.7730074	3.51217411		0.14054326	7.31945536	8.48338231	7.54369632
TCGA-A7-A0DB-01A-11R-A277-07	10.6404308	0.38420009	-0.92680606		3.48749434	7.88029989	8.73755959	10.6192917	8.87845885	11.05530023	3.75596167		-0.59537706	8.93961972	8.94803688	8.17131825
TCGA-BH-A0B4-01A-11R-A00Z-07	9.42912381				1.60769448	6.83225108	8.73024369	6.86131344	7.11689191	11.71533091	1.32678886		0.30819338	7.41260633	8.31722249	5.76569169
TCGA-BH-A203-01A-12R-A169-07	11.22802044		1.08312412		11.55628612	8.14339712	7.77061515	6.02562488	8.22512764	4.71603382	3.38953322		0.46405701	8.28648117	8.535398	8.1931814
TCGA-LD-A7W6-01A-81R-A352-07	9.58092383	-0.70717065	1.25233731	1.27814164	4.69973047	7.63597376	7.47337482	8.22744755	8.21511942	3.34949078	3.28767202	1.48739406	1.972409	7.04513726	8.27678861	6.96427762
TCGA-B6-A0IK-01A-12R-A056-07	8.97673972		-1.33862497		6.98627506	8.06867019	8.59908083	7.98106555	7.9896429	11.57963428	2.63765804			7.79649172	8.97431326	6.72512929
TCGA-B6-A0RP-01A-21R-A084-07	10.86206986		-1.29586865	-0.23075026		8.03412657	7.06342017	6.01221473	8.10508771	11.29572513	1.23640288		-0.00527649	7.6066887	8.45919095	7.67283217
TCGA-A8-A094-01A-11R-A00Z-07	9.65212274	-0.00527649	3.21586282		3.95096279	7.95222721	10.32583711	4.96008479	7.51451062	11.83311274	2.90635392			8.22210311	8.54527261	7.27424414
TCGA-BH-A1EX-01A-11R-A13Q-07	11.17202901			1.77913693	-1.89462209	7.18595286	7.59387765	5.91120028	7.62994061	6.25313046	4.88369499		0.9965092	8.04827923	8.66247637	8.26468331
TCGA-A8-A09C-01A-11R-A00Z-07	10.99776425		1.46085323	2.03931116	-0.67603817	7.39218981	6.72582132	5.58276583	8.13870624	8.71021702	3.01461806	-0.91114751	2.25373186	7.01823095	9.27840041	5.77166977
TCGA-A2-A0CO-01A-13R-A22K-07	9.720682	-0.84747841	0.51085689	2.18604845	4.13952135	7.46435636	9.23256712	8.62242619	7.8086476	2.80067196	2.89990469	-0.42856839	-1.22001878	8.25653627	8.08969613	10.20037649
TCGA-A2-A4RY-01A-31R-A266-07	10.55866049		-0.20177455		6.55092508	6.83285707	9.03084204	10.05804043	8.13475461	4.09720719	0.60484051	6.76954044	1.62149454	8.03339563	8.18318183	8.26728213
TCGA-B6-A1KC-01B-11R-A157-07	9.21281334	2.97679693	-1.45830999			8.07546893	7.47189307	4.68591103	8.30017531	11.29816628	3.24000715		-0.78986875	7.12984722	7.84623106	6.57146582
TCGA-D8-A1X9-01A-12R-A157-07	10.70748193	0.49917774		3.5915374	0.79489092	8.87234115	7.99005087	5.02341417	8.28648117	8.60187853	3.58285593		-0.50265137	8.32504526	8.60938648	7.45539639
TCGA-A2-A0EX-01A-21R-A034-07	9.50616721	-0.48448613		0.24829499	5.14256247	7.86469488	8.81811606	8.72544824	8.38860171	11.07109402				7.86322366	8.62623804	7.1854846
TCGA-AN-A0XL-01A-11R-A10J-07	10.21779152		2.65382213	-0.01280928	2.12360058	7.68693102	9.7304734	8.74461279	7.83616249	8.61606926	4.69013804	0.18405922	-1.180407	8.06707169	8.20629176	7.88145645
TCGA-A8-A07W-01A-11R-A00Z-07	8.70545096	0.6791472				6.78692073	9.7284983	3.98717634	7.60090061	10.56469661	6.808754		-0.87736596	8.46505054	8.30766679	7.63922654
TCGA-AR-A0TW-01A-11R-A084-07	8.96978225		-0.25049558			8.47062899	6.43192778	3.07913483	8.30432857	11.73126994	3.77991187		3.59057481	7.35565917	8.493963	9.15617002
TCGA-EW-A1P8-01A-11R-A144-07	8.17361255	-0.39767899	-1.47184732	3.03128571	7.19633855	7.46810298	7.60889373	9.23626515	8.08919472	9.47519871	1.99150264		-0.93927301	8.6317813	8.27608338	8.9502938
TCGA-E2-A14P-01A-31R-A12D-07	9.87692006		1.06511309	0.05591269	6.13164042	8.01619114	8.3223279	6.75847845	7.97009737	9.89493389	4.44758949		1.18571382	6.80640371	8.41189769	7.73866253
TCGA-B6-A0X5-01A-21R-A109-07	8.99028869	0.85892555		1.84943138		8.09290002	6.0074337	4.17086381	8.25835417	11.60813756	9.2089285			5.32079056	8.07876615	3.28507478
TCGA-D8-A1XT-01A-11R-A14M-07	10.16173242			0.49917774	-2.01966637	7.71139436	11.79698624	11.57458923	7.33868523	8.38865507	2.98168812		1.61986477	8.13296129	8.19386988	7.2102533
TCGA-BH-A18L-01A-32R-A12D-07	9.27376133			3.7749985	0.17975327	7.91228131	7.59971696	5.59276953	7.71238136	11.86774402	0.90536393		0.61043169	6.66109943	8.99322424	6.88539878
TCGA-AC-A62X-01A-11R-A29R-07	8.29377875			1.83939782	11.4563457	7.83778721	7.33868523	10.69756923	7.70371948	11.84819004	2.73242219		0.60484051	8.76240988	7.97212067	5.6497211
TCGA-AC-A2QH-01A-11R-A18M-07-1	8.45300036	-0.00773172	-1.18931857	1.10138548	9.44303842	6.82862026	9.5123992	7.56966997	7.97880373	11.82125103	1.44074743			8.11089994	7.94472769	7.91516396
TCGA-B6-A0X4-01A-11R-A109-07	9.32605445		-1.52437179		0.76704964	8.0952289	4.87733378	4.39866792	8.10846912	11.78753332	-0.68386639		-0.4190376	5.26080898	8.65078734	3.60473574
TCGA-AO-A0J3-01A-11R-A034-07	8.57404444				2.26490778	7.88851549	6.35107752	3.98112595	7.51262917	11.5714617	1.33169572		1.71334864	5.82055189	8.74494395	5.95600126
TCGA-D8-A1XG-01A-11R-A14D-07	10.54794202			0.65595072	1.69267339	7.96968078	6.63140819	7.72778111	8.49516859	10.32988914	5.7202603	-0.97663086	0.75500889	7.55106977	7.93081833	4.84818656
TCGA-D8-A1X5-01A-11R-A14D-07	10.70677871			0.83582607		7.94395401	6.97212339	6.04863981	8.18399741	11.83311166	4.63265543		2.57949761	7.82130349	8.54799786	8.53178944
TCGA-BH-A0DH-01A-11R-A084-07	9.41860026	-0.38334659		0.68619439	3.76314835	8.16730014	6.98372263	5.5110399	7.96858404	11.79607578	1.02127618		2.22986946	7.15132164	8.47457757	6.12872953
TCGA-E2-A1II-01A-11R-A144-07	9.28795876			3.03264442	6.62486895	7.51083269	6.93972378	8.48868065	8.86903158	11.85378474	3.8000977			8.95923629	8.22864546	9.74853036
TCGA-AR-A251-01A-12R-A169-07	9.62785078		1.02434796	2.11095047	9.03127471	9.12629539	7.92568319	11.4194112	7.28345826	0.06610384	3.55360121	-0.83980333	1.65627574	9.24504319	8.90577315	8.36647769
TCGA-OL-A97C-01A-32R-A41B-07	11.41387669		0.79815751	0.84417877	3.90219748	6.75107497	7.61973779	9.02191752	8.43391022	8.7400216	1.05848135	-0.62723039	0.94514714	9.12945939	8.61802861	6.95900175
TCGA-A2-A0SU-01A-11R-A084-07	10.07592322		-0.62723039		8.34928686	7.07377054	8.706843	7.8083754	8.08883765	10.4502818	3.66414352	-1.24562743	0.10981957	7.62714967	8.82118822	7.46709819
TCGA-BH-A0BS-01A-11R-A12P-07	10.06319338		1.1663516	2.17334671	5.27890658	8.2405142	7.70092954	6.92821702	7.81108808	11.77590326	3.69074873		0.05591269	6.98968074	8.56670941	5.76909831
TCGA-E9-A5UP-01A-11R-A28M-07	9.88203986				-0.60244669	7.13846218	5.34269578	5.43971489	7.35812196	11.74206499	6.6333256		0.84580101	5.46948481	8.08313504	5.43603274
TCGA-D8-A27K-01A-11R-A16F-07	10.83125804		3.35977279		1.49552842	7.73593982	8.14381347	6.86924686	8.14841049	5.51555152	1.06032155	-1.1353398	1.15199872	7.81284856	8.66577854	7.60545464
TCGA-AN-A0FN-01A-11R-A034-07	10.55025521			-0.24168811	2.18440261	7.91433927	9.86795205	8.62168753	8.04410578	6.00937307	3.5501067		0.46619858	9.07620351	8.45964954	9.83955547
TCGA-A7-A26H-01A-11R-A169-07	11.18265974		-1.29586865	1.34264485	1.59080869	7.91659237	7.40546852	5.87530558	8.08418013	4.20547893	5.04873263		0.49211632	8.28235328	8.41614432	8.10978656
TCGA-AO-A12B-01A-11R-A10J-07	10.51900676		-0.55096955			7.57562003	6.67427628	6.70703898	7.480545	11.66174979	7.78123168		0.25268078	5.79360253	8.01789119	6.31048337
TCGA-A1-A0SQ-01A-21R-A144-07	9.87736936				2.98446246	7.95855254	7.70053779	5.76218123	10.71200613	11.841436	2.00178937		-0.83980333	6.93911791	8.51062243	7.32593973
TCGA-AR-A0TT-01A-31R-A084-07	8.4067344	1.77132852				7.22072965	7.32636555	5.08774018	7.93659205	8.12034479	5.80715346		1.59709336	8.2412952	8.72438727	8.49094
TCGA-E9-A1NI-01A-11R-A14D-07	9.39086243	1.41743389	2.92473801		-0.32933003	6.83941073	7.19416321	6.14778429	7.41874866	10.71672302	3.42810138		-0.38334659	7.28577698	8.72621189	6.52518902
TCGA-A2-A0T3-01A-21R-A115-07	9.60300975			2.8227533	6.28656737	8.0326646	9.74775878	6.96893116	9.53118006	8.41151675	3.36834809	-1.16356398	-0.20374648	7.44443733	9.02636306	5.8610991
TCGA-A7-A3IY-01A-21R-A21T-07	10.42229294	-0.54011554		0.15827144	6.11256611	7.67153838	7.48407826	9.86420519	7.74068703	7.47002701	4.10820984		-1.00707207	7.90500302	8.16854042	9.12978172
TCGA-E2-A14R-01A-11R-A115-07	8.74159128	0.83919498		2.6644522	7.03772299	7.30132884	7.07639028	8.66182292	7.21704596	11.79874237	5.35493885		0.33659369	7.76557077	8.09483797	9.30425099
TCGA-A2-A0EU-01A-22R-A056-07	8.96319828	-0.15955095			0.49045336	8.24394539	7.19470884	6.03189732	8.14926003	10.1228621	5.96321051		0.4719446	8.21821134	7.83855244	7.92214503
TCGA-EW-A1P0-01A-11R-A144-07	8.64194214	1.00307883	1.64402639		-1.84742076	8.05817256	6.90419373	4.95913097	8.2742566	11.58950811	4.23582235		0.23264318	7.97257113	8.04410578	8.12139527
TCGA-A1-A0SM-01A-11R-A084-07	10.60850587	3.98960136		1.64551123	2.00583651	7.82673831	7.8494887	6.3744678	7.48323562	8.98470648	2.76528909		-0.75357964	8.29655659	7.91081041	7.27372433
TCGA-BH-A1FR-01A-11R-A13Q-07	9.59269157	-0.26245649			1.56815355	7.80322039	7.06119369	7.0100219	7.83006412	10.98572952	-0.12905776		0.36224479	6.91576741	8.54149413	6.71521221
TCGA-A7-A13E-01A-11R-A12P-07	8.16528665			4.20297986	9.25187958	6.90181223	7.07753428	8.96867065	7.24454006	11.64300165	2.51428718		1.19359447	6.35539264	8.39678884	5.37653554
TCGA-AN-A0FY-01A-11R-A034-07	8.43318844		3.10958886	0.5760565	1.14873345	7.43161047	6.87902035	6.79421714	8.02023721	5.93420905	3.55583012		-0.55096955	7.28694481	8.30733554	6.25003982
TCGA-A2-A1G0-01A-11R-A13Q-07	10.92366698		-1.39152806	0.5271117	3.97571312	7.60632284	8.88949003	7.80064229	8.69432401	6.41293291	2.26643672	-0.21731749	-0.98964743	8.07505243	8.20095582	8.66987787
TCGA-BH-A0DZ-11A-22R-A089-07	10.14202871		2.3647463	2.33806568	9.34913096	6.72448863	8.24318091	10.35799502	7.82052103	5.17556337	2.15213384	4.81892813	0.70743882	7.58203862	8.4067344	6.25813445
TCGA-BH-A209-11A-42R-A157-07	11.29480059	-0.47743166	-0.3774364		7.82894998	7.69268334	10.92867359	11.39381011	8.31227849	2.08093103	5.09672774	-0.14630954	-0.17705252	9.92881995	8.64755298	7.71320657
TCGA-BH-A0BW-11A-12R-A115-07	10.47517505	-0.24618317	1.29949527	1.43458283	9.9025118	7.5656604	9.82474705	10.41989496	8.39999136	0.76964952	5.14256247	2.22686887	-0.42114236	9.3566277	8.24248426	10.87079578
TCGA-BH-A1EV-11A-24R-A137-07	11.6634183	-1.28613824	3.11467487	0.91682051	9.06320681	8.03705973	11.70998323	11.42458298	8.36173868	0.35999779	1.17132209	0.75500889	0.74585706	9.26243865	8.3599211	9.88600657
TCGA-BH-A0E0-11A-13R-A089-07	10.13856255		-1.1394501	-0.12905776	9.05141475	6.1778039	8.79624735	9.24466157	7.93897215	11.28450364	-0.44853633	4.36854229	-1.48766515	7.87030783	8.70724185	6.19985543
TCGA-BH-A0DO-11A-22R-A12D-07	11.26446535		-1.34134605	1.76410372	8.43232196	7.56388128	9.82339919	11.62595764	8.55008661	2.38074273	-1.28613824	6.38366288	0.23650971	8.81628291	8.32625148	7.59067729
TCGA-E9-A1N6-11A-32R-A144-07	10.8051909		-0.14849648	1.61226721	7.79052044	7.40816841	10.30614367	10.38779692	8.18562842	4.40806019	4.84920451	2.55351006	0.33842309	9.18232116	8.24543232	8.83611555
TCGA-A7-A13E-11A-61R-A12P-07	10.41244656		-0.1907659	-0.14396372	5.90452241	7.4263552	10.53674919	9.3435	7.97990052	9.48537616		0.8187417		9.69040815	8.66577854	7.6575741
TCGA-BH-A0C3-11A-23R-A12P-07	11.27967246	-0.80556931	1.27814164	0.18405922	9.63654042	6.75411796	10.17435133	10.82265149	8.42790624	3.8848974	3.26283699	3.29671758	-1.31132318	8.25311246	8.64755298	6.68879031
TCGA-E2-A153-11A-31R-A12D-07	11.39108269	0.58687	2.28872533	1.62149454	10.23567055	7.25200644	9.49983329	9.61874511	8.29943576	2.59002135	5.96903079	6.3197861	1.15029304	8.84894591	8.20234902	8.01941277
TCGA-BH-A0B3-11B-21R-A089-07	11.7886188	-0.79333393	-1.50940752	2.14653236	9.40181013	7.43161047	10.95935725	10.47657308	8.64755298	1.67249126	2.29184818	4.74020185	1.12303774	8.7379162	8.39786795	7.48884679
TCGA-BH-A1F0-11B-23R-A137-07	11.26053756		-0.3729588	1.10800418	8.21277472	8.00944138	11.30067914	11.62277311	8.08802203	3.31193813	4.86914959	4.23140538		9.29839038	8.3337433	7.51671629
TCGA-BH-A18L-11A-42R-A12D-07	10.5751486		1.86917388		7.68145155	7.39833142	10.22866428	10.31619382	7.75821221	4.41789068	1.36469753	4.11997881	-0.01793598	9.27840041	8.16595776	7.6454474
TCGA-A7-A0DC-11A-41R-A089-07	10.83025889	-0.40208371	0.58496194	1.46085323	7.96117899	7.84521057	10.19104625	9.58135629	8.05363425	8.15881124	4.39311924	-2.6044676	1.56959849	9.37631075	8.1308535	7.9759553
TCGA-A7-A0CH-11A-32R-A089-07	10.56117689				10.23607067	7.31084732	10.24949417	9.59860076	7.63922654	4.89900403	5.24902637	0.96295991	-1.30824834	9.00096168	8.54414317	8.40039909
TCGA-E2-A158-11A-22R-A12D-07	10.96551585		0.40829757		4.04371999	7.19898124	10.60728582	9.96103711	7.58337598	8.25072363	1.93368766	-0.09775116	-0.55663436	9.49487317	8.55008661	8.23694539
TCGA-GI-A2C8-11A-22R-A16F-07	10.84013693			0.20764942	6.40693161	8.54447441	9.39332139	6.04301441	7.56004172	11.41643471				8.58615113	8.25653627	6.74917731
TCGA-BH-A0HK-11A-11R-A089-07	10.45418678		0.56680687	1.82893635	8.43894667	7.56795063	10.0855002	9.98993977	7.36918715	10.92167549	3.99203078	1.15698179		8.59625409	7.47337482	7.96672231
TCGA-BH-A0BJ-11A-23R-A089-07	11.04932713		0.74941019	1.86135422	10.72063087	6.79361084	10.32007499	10.6322972	8.52173613	6.26308838	3.99558377	5.63839407	0.87423192	8.54251316	8.41940521	7.19748069
TCGA-E2-A1L7-11A-33R-A144-07	11.21178207			2.3718249	9.26996984	7.02827353	10.43606222	10.23035063	8.1132112	2.71235787	1.58656934	5.2453691	2.29461043	8.9089636	8.20018265	8.53105936
TCGA-AC-A2FB-11A-13R-A17B-07	11.09728193	0.1240234	-0.35698084	-0.32133925	7.00387606	7.28386759	11.41264732	10.57972377	8.21511942	2.4470673	5.03346316	2.31126315		9.30219841	8.72468434	8.30201804
TCGA-BH-A1F8-11B-21R-A13Q-07	10.89550762		0.31928083	2.27072786	8.59133864	7.57237651	10.70398285	10.98988776	7.92997654	8.62399444	0.81700701	1.05506057	-0.68002186	9.10865935	8.13475461	6.70166966
TCGA-E9-A1ND-11A-43R-A144-07	9.88643884	-0.15955095		0.86087882	7.77109163	6.75225447	9.85921265	9.64734967	7.58061707	6.34011445	3.92200629	0.69488951		8.62324089	8.65217954	8.80512352
TCGA-E9-A1RI-11A-41R-A169-07	10.51274523				3.32415453	8.46983081	10.14528295	9.36733002	8.0818348	11.05530023	0.50692974		0.6667225	10.48018264	9.00455054	8.03866661
TCGA-BH-A18R-11A-42R-A12D-07	11.25160953		-1.52291881		7.9540383	7.29338666	11.41266547	10.79815066	8.44997714	2.13990571	-1.10063154	3.53079452	0.33659369	9.25576396	8.51645542	7.61024695
TCGA-BH-A0B5-11A-23R-A12P-07	10.08441538					7.88273203	9.2956339	9.23026032	7.47515426	11.76308758	4.92903012			9.62538357	8.54225832	7.42086122
TCGA-E9-A1NG-11A-52R-A14M-07	10.43677393			-0.11085036	5.68364135	7.73086053	10.62608667	9.90650231	7.85664952	9.60888905	1.972409	-0.33141355		9.9587825	8.2457807	8.97611198
TCGA-E2-A1IG-11A-22R-A144-07	10.84223778		0.71481525		7.90377005	7.43550267	10.20187639	9.4699269	7.80573812	8.12134511	2.13094261	2.85074955	0.83097072	9.26096309	8.16066446	7.72576454
TCGA-BH-A0C0-11A-21R-A089-07	11.17977124		-1.48918266	-0.08147917	7.84743078	7.20552885	9.71167906	11.22155732	8.62797821	2.20014272	0.34035928	6.65834567		8.87596412	8.57367926	5.73380963
TCGA-A7-A0DB-11A-33R-A089-07	10.05948121	-0.21010264		2.01748195		7.40119355	10.65641873	7.99575468	7.45442532	11.84978189	2.68061908			10.03433498	8.66395355	7.7850592
TCGA-BH-A0BV-11A-31R-A089-07	11.22482706		-0.48980945	-0.4190376	8.05934503	7.41632903	9.49487317	10.97652857	8.40991076	1.15409374	1.41607461	3.96291637	0.56148914	8.75152139	8.54338764	6.64808179
TCGA-BH-A1FN-11A-34R-A13Q-07	11.32530248	0.07733413		-0.3646223	9.40663513	7.58640561	11.76098106	11.44812132	8.64028672	4.19525046	3.43568693	1.0147444	-0.15273429	9.049718	8.84348947	8.95626704
TCGA-BH-A1F2-11A-32R-A13Q-07	11.02618388		2.83349813	1.22032525	8.00782632	7.7693989	11.10905672	10.46822708	8.24806602	1.82608048	0.67208527	5.05572878		9.47989887	8.6119246	7.85042417
TCGA-BH-A1FE-11B-14R-A13Q-07	11.19013117		-0.50265137	1.40352057	7.59200452	8.05149199	11.00991052	11.34973943	8.94111301	4.03877456	5.01219662	4.23701171	0.89223908	9.42340822	8.60024368	8.62564349
TCGA-AC-A2FF-11A-13R-A17B-07	11.02080468		2.17206757	2.08265499	9.88429444	7.27702317	10.24590953	10.49817146	8.25719873	0.54949781	4.5040076	3.93355468	0.87598222	9.10772627	8.62358058	7.19953518
TCGA-BH-A1FU-11A-23R-A14D-07	10.89865907	0.51085689	-1.55422112	0.98644009	7.06673899	7.21429292	10.09545865	10.54718784	8.12968076	3.72400085	0.34369114	6.37306013	-0.69111236	8.99028869	8.18760752	6.93067643
TCGA-BH-A18K-11A-13R-A12D-07	11.09822222		1.31718662		7.55964994	6.84779105	9.46332175	11.46862711	8.59224712	5.92507293	3.74399609	6.69878783	0.18194839	9.14890931	8.37842772	5.69492438
TCGA-BH-A1EN-11A-23R-A13Q-07	11.04548971	-0.35286919	-0.28313447	0.32329866	6.49396326	7.59288181	11.49977085	10.50382294	8.12812596	3.05471764	5.69318068	2.23124061	0.43699285	9.58430662	8.52507308	6.91797132
TCGA-BH-A203-11A-42R-A169-07	11.29247127	-0.46804833	0.95151618	2.13794685	7.97634665	7.94516139	10.05574354	11.48963254	8.38700511	1.96349714	2.03634578	3.27748748	1.67725651	9.78488904	8.5545266	6.9254594
TCGA-BH-A1FR-11B-42R-A13Q-07	11.10107697	1.1246519	2.54280042	0.09828912	11.69701666	7.46764316	11.02080468	10.74059152	8.18053006	2.11811083	6.09720335	4.86791796	-1.38492717	9.28643222	8.46281699	8.3231262
TCGA-AC-A23H-11A-12R-A157-07	11.6634183	-0.5084372	1.8437348	1.13077056	8.74561464	7.10658721	11.73081007	11.03085988	8.35283684	2.90867291	1.14079368	2.73382437	-0.13381313	9.84478557	9.10912585	6.63035563
TCGA-BH-A208-11A-51R-A157-07	10.95849321		-0.49745862	1.41009429	7.43634578	7.25878142	10.02754614	11.55769211	8.41026731	2.12292039	0.5271117	3.34439854	0.88395788	8.63318179	8.46873565	7.9807086
TCGA-BH-A0DD-11A-23R-A12P-07	9.98226065					7.58677985	10.08806812	9.84978696	7.56921046	11.82590467	5.53756729			9.72967661	8.6115682	8.02433399
TCGA-BH-A1F6-11B-94R-A13Q-07	11.22255692		2.7693516	-0.2650104	8.10705875	8.25033467	11.75323827	10.98905762	8.07837522	0.85246896	3.35327092	0.40480968	-0.84415865	10.46739683	8.51599718	8.36057487
TCGA-BH-A0AZ-11A-22R-A12P-07	11.57619848		0.78976798	0.29442674	8.13601207	7.15817218	11.09631619	10.96551585	8.85590468	0.92400968	4.00364465	7.21907573	1.74792639	8.82118822	8.63723953	7.79823532
TCGA-BH-A0DG-11A-43R-A12P-07	11.23258606	-0.54527975	-1.48918266	1.60926871	8.92750339	7.26120311	10.2562227	11.19335853	8.71865847	2.12292039	4.37541755	2.78667654	0.61043169	8.59728114	8.66461564	7.87494331
TCGA-BH-A18Q-11A-34R-A12D-07	11.42311221			1.97120647	9.00576387	7.38798166	11.66677228	11.75011013	8.55069794	0.53965877	0.1008031	7.63922654	1.21742737	8.98663217	8.35082423	7.35856482
